"Cust_ID","Recency","Frequency","monetary","RScore","FM_score"
14240,31,0.0102,805.0,4,2.0
14241,184,1.0,234.0,1,3.0
14242,235,0.0217,235.0,1,2.0
14243,9,0.0279,12379.0,5,4.0
14245,220,0.0444,1597.0,1,4.0
14246,111,0.0221,1374.0,2,3.0
14247,279,1.0,113.0,1,3.0
14248,319,1.0,76.0,1,3.0
14250,8,0.0361,1815.0,5,4.0
14251,2,0.0877,2714.0,5,4.0
14256,261,0.019,885.0,1,3.0
14257,65,0.0196,3028.0,3,4.0
14258,10,0.0274,11212.0,5,4.0
14259,142,1.0,136.0,2,3.0
14261,51,0.069,831.0,3,4.0
14262,9,0.0343,2593.0,5,4.0
14264,155,0.0217,323.0,2,2.0
14265,110,0.05,321.0,2,3.0
14267,163,0.0303,944.0,2,3.0
14270,332,1.0,402.0,1,3.0
14271,226,1.0,78.0,1,3.0
14272,74,0.011,336.0,2,2.0
14273,52,0.0208,574.0,3,3.0
14276,99,0.0156,1151.0,2,3.0
14277,16,0.0152,3521.0,4,3.0
14280,197,1.0,115.0,1,3.0
14282,4,0.0411,3790.0,5,4.0
14284,31,0.0351,535.0,4,3.0
14285,22,0.0256,1488.0,4,3.0
14286,24,0.0136,3684.0,4,3.0
14287,9,0.0157,161.0,5,1.0
14288,214,1.0,356.0,1,3.0
14289,9,0.0213,844.0,5,3.0
14290,12,0.0142,2177.0,5,3.0
14291,2,0.04,3282.0,5,4.0
14292,8,0.0326,4235.0,5,4.0
14293,4,0.0109,950.0,5,3.0
14295,41,1.0,156.0,3,3.0
14297,18,0.0155,1231.0,4,3.0
14298,9,0.1246,43414.0,5,5.0
14299,9,0.0223,2473.0,5,4.0
14300,19,1.0,52.0,4,3.0
14301,118,1.0,534.0,2,4.0
14304,223,1.0,360.0,1,3.0
14305,72,0.0462,1815.0,3,4.0
14306,52,0.0571,1634.0,3,4.0
14307,89,0.021,2810.0,2,4.0
14309,9,0.0256,2111.0,5,4.0
14311,243,1.0,210.0,1,3.0
14312,47,0.0205,1375.0,3,3.0
14314,107,1.0,72.0,2,3.0
14315,45,0.0269,2384.0,3,4.0
14317,65,1.0,454.0,3,4.0
14320,207,0.0157,396.0,1,2.0
14321,11,0.0154,1037.0,5,3.0
14323,115,0.016,510.0,2,2.0
14326,243,1.0,162.0,1,3.0
14327,164,1.0,315.0,2,3.0
14329,18,0.0224,4567.0,4,4.0
14331,125,0.1667,383.0,2,3.0
14332,23,0.0238,845.0,4,3.0
14333,68,1.0,186.0,3,3.0
14334,17,0.0233,2320.0,4,4.0
14335,17,0.0247,360.0,4,2.0
14336,17,0.0153,1378.0,4,3.0
14338,162,0.0556,471.0,2,3.0
14339,243,1.0,316.0,1,3.0
14340,219,1.0,148.0,1,3.0
14341,46,0.0292,2021.0,3,4.0
14342,22,0.0211,492.0,4,3.0
14344,128,0.0331,699.0,2,3.0
14345,39,1.0,113.0,3,3.0
14346,121,0.0112,898.0,2,3.0
14348,261,1.0,404.0,1,3.0
14349,11,1.0,112.0,5,3.0
14350,275,1.0,274.0,1,3.0
14351,165,1.0,48.0,2,3.0
14352,158,0.0342,908.0,2,4.0
14353,216,1.0,86.0,1,3.0
14354,6,0.0769,126.0,5,2.0
14355,366,1.0,172.0,1,3.0
14356,80,0.6667,475.0,2,4.0
14357,44,1.0,229.0,3,3.0
14359,20,0.0435,804.0,4,3.0
14360,32,0.0625,1701.0,4,4.0
14362,23,1.0,143.0,4,3.0
14364,109,0.0769,3583.0,2,4.0
14367,9,0.0595,9049.0,5,4.0
14368,320,1.0,108.0,1,3.0
14371,296,1.0,94.0,1,3.0
14373,359,1.0,28.0,1,3.0
14375,186,1.0,237.0,1,3.0
14377,192,0.0278,338.0,1,2.0
14379,45,0.0079,261.0,3,2.0
14381,53,1.0,198.0,3,3.0
14382,27,1.0,453.0,4,4.0
14383,39,0.0238,1069.0,3,3.0
14385,10,0.2,215.0,5,3.0
14386,297,1.0,128.0,1,3.0
14387,33,0.0385,1576.0,4,4.0
14388,11,0.022,3020.0,5,4.0
14389,66,0.0159,1118.0,3,3.0
14390,11,0.0248,4543.0,5,4.0
14393,219,1.0,68.0,1,3.0
14395,3,0.0243,3192.0,5,4.0
14396,66,0.0065,476.0,3,2.0
14397,3,0.0896,2484.0,5,4.0
14400,150,1.0,498.0,2,4.0
14401,5,0.0365,2998.0,5,4.0
14403,142,0.028,1091.0,2,3.0
14404,34,0.0178,1419.0,3,3.0
14406,120,1.0,144.0,2,3.0
14407,108,0.0294,1595.0,2,3.0
14408,11,0.0275,2509.0,5,4.0
14409,72,0.0201,1880.0,3,4.0
14410,93,0.0421,1014.0,2,4.0
14411,311,1.0,816.0,1,4.0
14412,43,0.0645,660.0,3,3.0
14413,363,1.0,120.0,1,3.0
14414,92,0.0261,1010.0,2,3.0
14415,2,0.0361,5628.0,5,4.0
14416,23,0.0952,524.0,4,3.0
14418,4,0.0283,1673.0,5,3.0
14419,11,0.0169,1059.0,5,3.0
14420,100,1.0,378.0,2,3.0
14421,58,0.0129,699.0,3,2.0
14422,1,0.0224,3778.0,5,4.0
14423,219,1.0,312.0,1,3.0
14424,18,1.0,336.0,4,3.0
14426,24,0.031,3989.0,4,4.0
14427,51,0.1429,356.0,3,3.0
14428,8,0.0157,930.0,5,3.0
14431,303,1.0,354.0,1,3.0
14432,10,0.0741,1934.0,5,4.0
14434,22,0.1154,1280.0,4,4.0
14436,99,1.0,72.0,2,3.0
14437,366,1.0,60.0,1,3.0
14438,307,1.0,138.0,1,3.0
14439,320,1.0,1888.0,1,5.0
14440,9,0.014,1948.0,5,3.0
14441,1,0.0156,1455.0,5,3.0
14442,205,0.0177,845.0,1,3.0
14443,54,0.0127,1298.0,3,3.0
14446,1,0.0162,908.0,5,3.0
14447,19,0.019,1167.0,4,3.0
14448,10,0.0056,369.0,5,2.0
14449,19,0.0113,809.0,4,2.0
14450,181,0.0213,453.0,1,3.0
14451,61,0.0148,651.0,3,2.0
14452,11,0.0238,233.0,5,2.0
14453,191,1.0,110.0,1,3.0
14456,6,0.0652,2529.0,5,4.0
14457,311,1.0,92.0,1,3.0
14459,156,1.0,1598.0,2,4.0
14460,111,0.0149,180.0,2,1.0
14461,149,0.0263,1731.0,2,3.0
14462,67,0.0401,1722.0,3,4.0
14463,99,0.0278,336.0,2,2.0
14465,247,0.0526,970.0,1,4.0
14466,30,0.0203,1721.0,4,3.0
14467,18,0.0135,557.0,4,2.0
14470,12,0.0072,380.0,5,2.0
14472,104,0.0316,1614.0,2,4.0
14473,75,1.0,144.0,2,3.0
14474,47,1.0,384.0,3,3.0
14475,72,0.0128,750.0,3,2.0
14476,258,1.0,202.0,1,3.0
14477,20,0.0143,1440.0,4,3.0
14479,254,0.0177,324.0,1,2.0
14480,12,1.0,267.0,5,3.0
14481,165,0.0161,714.0,2,2.0
14482,19,0.027,2003.0,4,4.0
14483,282,1.0,120.0,1,3.0
14484,51,1.0,302.0,3,3.0
14485,39,1.0,147.0,3,3.0
14487,27,0.0175,948.0,4,3.0
14488,68,1.0,914.0,3,4.0
14489,208,1.0,494.0,1,4.0
14491,176,0.0101,278.0,2,2.0
14493,8,0.0336,2272.0,5,4.0
14494,26,1.0,128.0,4,3.0
14495,51,0.0278,124.0,3,2.0
14496,312,0.0317,426.0,1,3.0
14497,310,1.0,389.0,1,3.0
14498,43,0.0156,1677.0,3,3.0
14499,27,0.0119,841.0,4,3.0
14500,89,0.0196,266.0,2,2.0
14501,184,0.0146,232.0,1,2.0
14502,20,0.0305,1878.0,4,4.0
14503,4,0.0341,3081.0,5,4.0
14504,48,0.0172,494.0,3,2.0
14505,18,0.0231,5489.0,4,4.0
14506,18,0.0142,1896.0,4,3.0
14507,24,0.0236,1194.0,4,3.0
14508,23,0.0294,216.0,4,2.0
14511,12,0.0407,1338.0,5,4.0
14512,188,0.0435,181.0,1,2.0
14513,101,0.0159,563.0,2,2.0
14514,62,0.0111,947.0,3,3.0
14515,18,0.0297,2030.0,4,4.0
14517,34,0.0183,291.0,3,2.0
14518,65,1.0,110.0,3,3.0
14520,2,0.0069,304.0,5,2.0
14522,25,0.0229,1000.0,4,3.0
14523,109,1.0,234.0,2,3.0
14524,32,0.0273,1501.0,4,3.0
14525,20,0.0262,3824.0,4,4.0
14527,3,0.1467,5562.0,5,5.0
14528,38,1.0,332.0,3,3.0
14529,61,0.0588,607.0,3,3.0
14530,26,0.0221,2343.0,4,4.0
14532,237,0.0342,891.0,1,4.0
14533,25,0.0213,1768.0,4,3.0
14534,3,0.0568,3512.0,5,4.0
14535,61,0.0159,2627.0,3,3.0
14536,260,1.0,76.0,1,3.0
14537,58,1.0,348.0,3,3.0
14538,65,0.0104,347.0,3,2.0
14539,16,0.0667,464.0,4,3.0
14540,10,0.01,936.0,5,3.0
14541,59,0.0305,1380.0,3,3.0
14542,186,1.0,103.0,1,3.0
14543,29,0.0475,2254.0,4,4.0
14544,25,0.0059,1863.0,4,3.0
14546,6,0.0205,2445.0,5,4.0
14547,4,0.1538,3272.0,5,5.0
14548,151,0.0119,768.0,2,2.0
14549,312,1.0,235.0,1,3.0
14550,11,0.0571,765.0,5,3.0
14551,19,0.0107,141.0,4,1.0
14552,152,1.0,172.0,2,3.0
14553,20,0.0156,483.0,4,2.0
14554,11,0.093,2192.0,5,4.0
14555,58,0.0081,324.0,3,2.0
14557,86,1.0,776.0,2,4.0
14560,8,0.0484,999.0,5,4.0
14561,76,0.0273,935.0,2,3.0
14562,4,0.0596,4274.0,5,4.0
14565,96,0.015,2674.0,2,3.0
14566,111,1.0,1600.0,2,4.0
14567,57,0.0267,1188.0,3,3.0
14569,2,1.0,217.0,5,3.0
14570,281,2.0,181.0,1,3.0
14572,4,0.0217,2250.0,5,4.0
14573,180,0.0464,925.0,1,4.0
14577,13,0.0114,857.0,5,3.0
14578,4,1.0,98.0,5,3.0
14581,17,1.0,104.0,4,3.0
14582,41,1.0,116.0,3,3.0
14583,6,0.0249,954.0,5,3.0
14584,170,0.1333,874.0,2,4.0
14585,51,1.0,144.0,3,3.0
14586,277,1.0,228.0,1,3.0
14587,19,0.0287,1447.0,4,3.0
14589,372,1.0,40.0,1,3.0
14591,16,0.0201,1199.0,4,3.0
14592,36,0.1,491.0,3,4.0
14593,22,0.0169,438.0,4,2.0
14594,8,0.0054,380.0,5,2.0
14595,20,0.0203,1642.0,4,3.0
14597,12,0.011,852.0,5,3.0
14598,45,1.0,215.0,3,3.0
14600,306,1.0,335.0,1,3.0
14601,11,1.0,180.0,5,3.0
14603,275,1.0,800.0,1,4.0
14606,2,0.2413,9421.0,5,5.0
14607,16,0.0526,15710.0,4,4.0
14608,5,0.0111,1776.0,5,3.0
14609,73,0.0178,0.0,2,2.0
14616,243,0.0395,400.0,1,3.0
14618,10,0.0091,496.0,5,2.0
14619,246,1.0,338.0,1,3.0
14620,206,0.0253,361.0,1,2.0
14621,2,0.014,1580.0,5,3.0
14622,185,1.0,313.0,1,3.0
14623,33,0.0245,723.0,4,3.0
14624,58,0.6667,231.0,3,3.0
14625,197,0.012,797.0,1,2.0
14626,24,0.019,2286.0,4,4.0
14628,92,0.0132,605.0,2,2.0
14629,5,0.0455,678.0,5,3.0
14631,51,0.012,968.0,3,3.0
14632,263,1.0,104.0,1,3.0
14633,267,1.0,251.0,1,3.0
14636,37,0.0086,631.0,3,2.0
14638,51,1.0,342.0,3,3.0
14639,53,0.0194,2434.0,3,4.0
14640,25,0.0294,1782.0,4,3.0
14641,22,1.0,126.0,4,3.0
14642,59,1.0,92.0,3,3.0
14643,171,0.0106,505.0,2,2.0
14644,68,0.0086,474.0,3,2.0
14645,157,0.0167,446.0,2,2.0
14646,2,0.2034,259793.0,5,5.0
14647,202,1.0,245.0,1,3.0
14649,5,0.0191,1165.0,5,3.0
14651,68,0.0138,579.0,3,2.0
14652,78,1.0,89.0,2,3.0
14653,2,0.0207,1551.0,5,3.0
14655,9,0.0186,1930.0,5,4.0
14656,170,0.0174,242.0,2,2.0
14657,18,0.0129,708.0,4,2.0
14658,6,0.0177,135.0,5,2.0
14659,9,0.0292,2506.0,5,4.0
14660,87,0.1333,224.0,2,3.0
14661,27,1.0,37.0,4,3.0
14662,29,0.0138,605.0,4,2.0
14664,20,0.1333,480.0,4,4.0
14665,61,0.0199,1595.0,3,3.0
14666,25,1.0,183.0,4,3.0
14667,11,0.0696,8197.0,5,4.0
14669,242,0.0326,1142.0,1,4.0
14670,281,2.0,392.0,1,4.0
14672,235,0.0194,686.0,1,3.0
14673,4,0.0137,1762.0,5,3.0
14675,17,1.0,569.0,4,4.0
14676,32,0.0237,1980.0,4,4.0
14680,26,0.0461,29713.0,4,4.0
14681,72,0.0213,144.0,3,2.0
14682,188,0.1333,80.0,1,3.0
14684,26,0.0148,1228.0,4,3.0
14687,107,1.0,690.0,2,4.0
14688,8,0.0572,5369.0,5,4.0
14689,209,1.0,117.0,1,3.0
14690,45,0.0185,372.0,3,2.0
14691,31,0.0273,2071.0,4,4.0
14692,138,0.0215,612.0,2,3.0
14693,265,1.0,45.0,1,3.0
14696,5,0.0189,1783.0,5,3.0
14697,219,2.0,153.0,1,3.0
14698,2,0.098,1101.0,5,4.0
14699,215,1.0,126.0,1,3.0
14700,33,0.0145,1933.0,4,3.0
14701,11,0.0293,1879.0,5,4.0
14702,2,0.0466,2656.0,5,4.0
14703,15,1.0,330.0,4,3.0
14704,20,0.0432,1261.0,4,4.0
14705,199,1.0,200.0,1,3.0
14708,3,0.0082,869.0,5,3.0
14709,16,0.0378,4922.0,4,4.0
14710,15,0.087,573.0,4,3.0
14711,11,0.0435,2044.0,5,4.0
14712,30,0.0357,865.0,4,4.0
14713,10,0.0308,2427.0,5,4.0
14714,25,1.0,43.0,4,3.0
14715,25,0.013,744.0,4,2.0
14716,44,0.0189,210.0,3,2.0
14719,2,0.0201,1463.0,5,3.0
14720,6,0.0246,509.0,5,3.0
14722,148,1.0,171.0,2,3.0
14723,11,0.0166,1027.0,5,3.0
14725,25,1.0,624.0,4,4.0
14727,275,1.0,113.0,1,3.0
14729,374,1.0,291.0,1,3.0
14730,2,0.029,1596.0,5,3.0
14731,48,0.0181,353.0,3,2.0
14732,9,0.0241,2407.0,5,4.0
14733,17,0.0341,8661.0,4,4.0
14735,4,0.0871,5720.0,5,4.0
14737,4,0.0085,940.0,5,3.0
14738,43,0.0255,1252.0,3,3.0
14739,5,0.0192,3594.0,5,4.0
14740,198,0.0345,1354.0,1,4.0
14741,12,0.0166,1415.0,5,3.0
14744,17,0.0199,973.0,4,3.0
14745,113,0.0287,1270.0,2,3.0
14747,250,1.0,223.0,1,3.0
14748,30,0.0147,1480.0,4,3.0
14752,44,1.0,356.0,3,3.0
14753,88,1.0,545.0,2,4.0
14754,45,0.0079,546.0,3,2.0
14755,10,0.0337,4416.0,5,4.0
14756,16,1.0,567.0,4,4.0
14757,76,1.0,416.0,2,4.0
14758,145,0.0345,794.0,2,3.0
14759,5,0.0131,1226.0,5,3.0
14760,298,1.0,96.0,1,3.0
14761,59,0.0072,262.0,3,2.0
14762,264,1.0,244.0,1,3.0
14764,47,1.0,282.0,3,3.0
14765,30,0.0203,209.0,4,2.0
14766,9,0.0167,2392.0,5,3.0
14768,18,0.018,196.0,4,2.0
14769,3,0.0225,8706.0,5,4.0
14770,233,0.0217,746.0,1,3.0
14772,113,1.0,115.0,2,3.0
14775,59,0.0095,932.0,3,3.0
14776,52,0.042,2440.0,3,4.0
14778,128,0.011,680.0,2,2.0
14779,281,0.0682,198.0,1,2.0
14780,55,0.0769,444.0,3,3.0
14782,320,1.0,182.0,1,3.0
14784,27,0.0067,220.0,4,2.0
14785,11,0.3333,84.0,5,3.0
14788,8,0.1,550.0,5,4.0
14789,29,1.0,196.0,4,3.0
14790,17,0.0168,614.0,4,2.0
14792,64,1.0,6.0,3,3.0
14793,22,1.0,227.0,4,3.0
14794,3,0.018,1112.0,5,3.0
14795,167,1.0,132.0,2,3.0
14796,2,0.0464,6988.0,5,4.0
14798,53,0.0116,146.0,3,1.0
14799,52,1.0,101.0,3,3.0
14800,48,0.0372,3502.0,3,4.0
14801,62,1.0,144.0,3,3.0
14803,163,0.0229,663.0,2,3.0
14804,9,1.0,274.0,5,3.0
14805,16,0.0134,463.0,4,2.0
14806,76,1.0,58.0,2,3.0
14808,40,0.0522,1803.0,3,4.0
14810,41,0.0333,2140.0,3,4.0
14813,370,2.0,117.0,1,3.0
14815,37,0.0625,688.0,3,3.0
14816,198,1.0,12.0,1,3.0
14817,201,0.0256,1010.0,1,3.0
14818,74,0.0166,465.0,2,2.0
14819,65,0.0155,210.0,3,2.0
14820,22,0.0261,458.0,4,3.0
14821,367,1.0,48.0,1,3.0
14823,181,0.2,247.0,1,3.0
14824,11,0.0488,1068.0,5,4.0
14825,4,0.0328,2029.0,5,4.0
14828,197,0.0213,2040.0,1,4.0
14829,30,0.0116,636.0,4,2.0
14830,54,1.0,191.0,3,3.0
14834,18,0.0268,1660.0,4,3.0
14836,11,0.1429,110.0,5,3.0
14837,90,0.0354,1579.0,2,4.0
14840,268,1.0,58.0,1,3.0
14841,54,0.0196,3032.0,3,4.0
14842,44,0.015,2476.0,3,3.0
14844,64,0.0223,2978.0,3,4.0
14847,149,1.0,284.0,2,3.0
14849,22,0.0708,7909.0,4,4.0
14850,312,1.0,321.0,1,3.0
14851,24,0.0085,510.0,4,2.0
14852,59,0.0308,2793.0,3,4.0
14853,25,0.0106,92.0,4,1.0
14854,79,0.0355,2421.0,2,4.0
14855,120,0.125,679.0,2,4.0
14856,37,0.1429,996.0,3,4.0
14857,60,0.0222,1105.0,3,3.0
14859,13,0.0207,1196.0,5,3.0
14860,20,1.0,160.0,4,3.0
14861,53,1.0,105.0,3,3.0
14862,26,0.0161,818.0,4,2.0
14863,30,1.0,228.0,4,3.0
14865,8,0.0055,36.0,5,1.0
14866,11,0.0308,14117.0,5,4.0
14867,186,0.0197,640.0,1,3.0
14868,4,0.0346,2731.0,5,4.0
14869,9,0.0208,568.0,5,3.0
14870,262,1.0,327.0,1,3.0
14871,4,0.0112,527.0,5,2.0
14873,211,1.0,361.0,1,3.0
14875,108,0.0128,1177.0,2,3.0
14878,13,0.0259,1308.0,5,3.0
14880,78,0.0142,535.0,2,2.0
14881,20,1.0,208.0,4,3.0
14882,27,0.25,612.0,4,4.0
14883,19,0.0309,685.0,4,3.0
14885,132,1.0,644.0,2,4.0
14886,253,1.0,286.0,1,3.0
14887,80,1.0,2100.0,2,5.0
14888,208,1.0,396.0,1,3.0
14889,337,1.0,156.0,1,3.0
14890,254,1.0,132.0,1,3.0
14891,149,0.05,518.0,2,3.0
14893,10,0.6667,1056.0,5,4.0
14894,86,1.0,653.0,2,4.0
14895,8,0.0669,8943.0,5,4.0
14896,205,0.0123,398.0,1,2.0
14897,8,0.0138,745.0,5,2.0
14898,24,0.0172,1075.0,4,3.0
14901,12,0.0249,1180.0,5,3.0
14902,26,1.0,312.0,4,3.0
14903,22,0.0194,2481.0,4,4.0
14904,3,0.0833,690.0,5,3.0
14905,158,0.026,661.0,2,3.0
14907,4,0.0192,3309.0,5,4.0
14908,75,1.0,178.0,2,3.0
14910,3,0.0755,383.0,5,3.0
14911,2,0.5282,117274.0,5,5.0
14912,17,0.0087,593.0,4,2.0
14913,36,0.0123,930.0,3,3.0
14915,92,0.0107,234.0,2,2.0
14916,71,0.0157,1069.0,3,3.0
14918,116,0.05,1495.0,2,4.0
14920,213,2.0,891.0,1,5.0
14921,31,0.0116,1204.0,4,3.0
14923,51,1.0,664.0,3,4.0
14924,246,1.0,165.0,1,3.0
14929,33,1.0,160.0,4,3.0
14930,109,0.018,1757.0,2,3.0
14931,5,0.0169,764.0,5,2.0
14932,366,1.0,241.0,1,3.0
14934,82,0.0099,1741.0,2,3.0
14935,298,1.0,1895.0,1,5.0
14936,34,0.0329,6885.0,3,4.0
14937,57,0.04,1284.0,3,4.0
14944,30,0.041,5446.0,4,4.0
14946,15,1.0,100.0,4,3.0
14947,73,0.0339,264.0,2,3.0
14948,24,0.0305,1088.0,4,3.0
14950,20,1.0,242.0,4,3.0
14951,80,1.0,288.0,2,3.0
14952,60,0.0359,7282.0,3,4.0
14953,26,1.0,244.0,4,3.0
14954,13,1.0,196.0,5,3.0
14957,254,1.0,57.0,1,3.0
14958,148,0.0303,200.0,2,2.0
14959,65,0.0172,739.0,3,2.0
14960,9,0.0122,168.0,5,1.0
14961,11,0.0256,6849.0,5,4.0
14962,271,1.0,119.0,1,3.0
14963,10,0.0286,1442.0,5,3.0
14964,248,1.0,180.0,1,3.0
14965,97,2.0,452.0,2,4.0
14966,15,1.0,150.0,4,3.0
14967,50,1.0,452.0,3,4.0
14968,31,1.0,126.0,4,3.0
14970,69,0.0161,1542.0,3,3.0
14971,36,0.3333,888.0,3,4.0
14972,129,1.0,70.0,2,3.0
14973,108,0.0252,512.0,2,3.0
14974,38,1.0,96.0,3,3.0
14975,58,1.0,203.0,3,3.0
14976,58,0.0222,642.0,3,3.0
14978,73,0.0193,1787.0,2,3.0
14981,247,1.0,98.0,1,3.0
14984,20,0.0123,161.0,4,1.0
14985,199,0.0124,257.0,1,2.0
14987,16,0.0057,384.0,4,2.0
14988,212,1.0,325.0,1,3.0
14995,39,0.0082,208.0,3,2.0
14997,47,0.0226,304.0,3,2.0
14998,171,0.0278,341.0,2,2.0
15000,48,1.0,481.0,3,4.0
15002,116,0.0158,1645.0,2,3.0
15004,148,1.0,886.0,2,4.0
15005,16,0.0795,5783.0,4,4.0
15006,52,1.0,431.0,3,4.0
15007,160,1.0,151.0,2,3.0
15009,13,0.2143,1150.0,5,4.0
15010,36,1.0,304.0,3,3.0
15012,54,0.0062,352.0,3,2.0
15014,44,0.0149,270.0,3,2.0
15016,173,1.0,131.0,2,3.0
15017,34,1.0,114.0,3,3.0
15018,39,0.0091,308.0,3,2.0
15019,267,1.0,233.0,1,3.0
15021,9,0.0251,1641.0,5,3.0
15022,12,0.0811,750.0,5,3.0
15023,4,0.03,5870.0,5,4.0
15024,10,0.0251,1600.0,5,3.0
15025,34,1.0,377.0,3,3.0
15026,81,0.0152,333.0,2,2.0
15027,31,0.0191,797.0,4,3.0
15028,9,0.0111,548.0,5,2.0
15030,72,0.0101,540.0,3,2.0
15031,5,0.0143,581.0,5,2.0
15032,257,0.027,5958.0,1,4.0
15033,5,0.0307,2151.0,5,4.0
15034,16,0.0236,3902.0,4,4.0
15035,90,1.0,234.0,2,3.0
15036,73,0.0278,393.0,2,2.0
15038,59,0.0192,482.0,3,3.0
15039,10,0.1278,17467.0,5,5.0
15041,171,1.0,162.0,2,3.0
15042,200,1.0,48.0,1,3.0
15043,32,1.0,600.0,4,4.0
15044,20,0.0494,6423.0,4,4.0
15045,152,0.0187,316.0,2,2.0
15046,10,0.0455,4411.0,5,4.0
15047,270,1.0,336.0,1,3.0
15048,66,0.0132,347.0,3,2.0
15049,274,1.0,137.0,1,3.0
15050,26,0.0638,1664.0,4,4.0
15051,24,0.0234,1321.0,4,3.0
15052,320,1.0,134.0,1,3.0
15053,5,0.0108,618.0,5,2.0
15054,13,0.069,279.0,5,3.0
15057,276,0.0488,980.0,1,4.0
15058,26,0.0382,1910.0,4,4.0
15059,41,0.0305,1069.0,3,3.0
15060,9,2.0,243.0,5,4.0
15061,4,0.1297,38791.0,5,5.0
15062,72,0.0138,890.0,3,3.0
15063,214,1.0,84.0,1,3.0
15065,38,0.0157,2342.0,3,3.0
15066,54,1.0,747.0,3,4.0
15067,79,0.0146,1538.0,2,3.0
15068,47,0.0095,450.0,3,2.0
15069,180,1.0,928.0,1,4.0
15070,373,1.0,108.0,1,3.0
15071,94,0.0109,875.0,2,3.0
15073,10,0.0169,947.0,5,3.0
15074,106,1.0,777.0,2,4.0
15075,78,1.0,614.0,2,4.0
15076,173,1.0,778.0,2,4.0
15078,8,0.0884,9803.0,5,4.0
15079,213,0.0195,872.0,1,3.0
15081,23,0.0145,413.0,4,2.0
15083,257,1.0,48.0,1,3.0
15087,282,1.0,272.0,1,3.0
15088,22,0.0426,946.0,4,4.0
15089,11,0.0504,1836.0,5,4.0
15090,309,1.0,368.0,1,3.0
15091,68,1.0,411.0,3,3.0
15092,216,0.029,411.0,1,2.0
15093,19,0.0169,3099.0,4,3.0
15095,104,0.0396,1292.0,2,4.0
15096,43,1.0,206.0,3,3.0
15097,5,1.0,231.0,5,3.0
15098,183,1.0,300.0,1,3.0
15099,85,1.0,361.0,2,3.0
15101,9,0.0057,318.0,5,2.0
15103,32,0.0357,568.0,4,3.0
15104,197,0.023,619.0,1,3.0
15105,19,0.0598,2143.0,4,4.0
15106,18,0.0198,1241.0,4,3.0
15107,312,0.0645,202.0,1,2.0
15108,142,0.0345,1033.0,2,4.0
15109,246,1.0,334.0,1,3.0
15110,24,0.0135,638.0,4,2.0
15111,30,0.0087,1420.0,4,3.0
15113,10,0.0652,3569.0,5,4.0
15114,31,0.0368,2560.0,4,4.0
15115,19,1.0,230.0,4,3.0
15116,18,0.0213,1274.0,4,3.0
15117,15,0.0248,1158.0,4,3.0
15118,135,1.0,0.0,2,3.0
15119,246,1.0,177.0,1,3.0
15120,134,1.0,160.0,2,3.0
15121,51,0.0084,411.0,3,2.0
15122,115,0.0163,1480.0,2,3.0
15123,8,0.01,2102.0,5,3.0
15124,23,0.0118,146.0,4,1.0
15125,26,0.061,10744.0,4,4.0
15127,66,1.0,409.0,3,3.0
15128,61,0.025,1410.0,3,3.0
15129,51,0.0455,3209.0,3,4.0
15130,170,1.0,327.0,2,3.0
15132,19,0.0204,1063.0,4,3.0
15133,128,0.0171,874.0,2,3.0
15134,15,0.0352,1480.0,4,4.0
15135,240,1.0,146.0,1,3.0
15136,3,0.0421,1356.0,5,4.0
15139,240,0.0204,184.0,1,2.0
15140,53,0.0329,2275.0,3,4.0
15142,47,1.0,434.0,3,4.0
15143,226,1.0,264.0,1,3.0
15144,9,0.0557,6562.0,5,4.0
15145,5,0.0163,959.0,5,3.0
15146,165,0.0156,1076.0,2,3.0
15147,241,1.0,532.0,1,4.0
15148,11,1.0,292.0,5,3.0
15149,134,1.0,417.0,2,4.0
15150,18,0.0395,4477.0,4,4.0
15152,10,0.0726,4092.0,5,4.0
15153,32,1.0,244.0,4,3.0
15154,76,1.0,218.0,2,3.0
15156,2,0.0909,749.0,5,3.0
15157,4,0.0084,1368.0,5,3.0
15158,46,1.0,378.0,3,3.0
15159,2,0.0776,16318.0,5,4.0
15160,358,1.0,156.0,1,3.0
15163,19,0.0114,270.0,4,2.0
15164,69,0.011,807.0,3,2.0
15165,374,1.0,421.0,1,4.0
15167,321,1.0,157.0,1,3.0
15168,26,1.0,94.0,4,3.0
15171,332,1.0,1320.0,1,4.0
15172,9,0.0218,1347.0,5,3.0
15174,323,1.0,114.0,1,3.0
15175,72,1.0,146.0,3,3.0
15178,261,1.0,40.0,1,3.0
15179,19,0.0166,1962.0,4,3.0
15180,368,1.0,88.0,1,3.0
15181,67,0.0147,412.0,3,2.0
15182,155,0.0174,618.0,2,2.0
15184,30,0.0123,272.0,4,2.0
15185,71,1.0,120.0,3,3.0
15186,15,0.0129,377.0,4,2.0
15187,2,0.0613,3280.0,5,4.0
15189,2,0.1235,12460.0,5,5.0
15192,120,0.0121,900.0,2,3.0
15193,61,1.0,358.0,3,3.0
15194,4,0.041,6356.0,5,4.0
15195,3,1.0,4212.0,5,5.0
15197,11,0.0086,618.0,5,2.0
15198,93,0.0606,180.0,2,2.0
15199,60,0.016,1290.0,3,3.0
15201,88,0.0311,1026.0,2,4.0
15203,26,0.0209,1668.0,4,3.0
15204,358,1.0,200.0,1,3.0
15205,86,0.0465,502.0,2,3.0
15206,11,0.015,486.0,5,2.0
15208,2,0.0142,591.0,5,2.0
