Cust_ID,Recency,Frequency,monetary,RScore,FM_score,rfm_segment
14015,53,1,880,3,4,Loyal Customers
14016,162,0.0203,13298,2,4,At Risk
14019,47,0.0323,1281,3,4,Loyal Customers
14020,17,0.0274,512,4,3,Potential Loyalists
14021,156,0.0294,520,2,3,Customers Needing Attention
14022,226,1,362,1,3,At Risk
14023,8,0.0082,527,5,2,Potential Loyalists
14024,122,0.5,319,2,3,Customers Needing Attention
14027,61,1,94,3,3,Potential Loyalists
14029,64,0.0244,340,3,2,Customers Needing Attention
14030,19,0.0229,1260,4,3,Potential Loyalists
14031,8,0.0519,13815,5,4,Champions
14032,3,0.0301,2580,5,4,Champions
14034,23,0.0221,495,4,3,Potential Loyalists
14035,29,0.0185,1418,4,3,Potential Loyalists
14036,285,1,563,1,4,Cant Lose Them
14037,177,0.0106,150,2,1,About to Sleep
14038,79,0.0231,1600,2,3,Customers Needing Attention
14039,34,1,144,3,3,Potential Loyalists
14040,41,0.0411,3245,3,4,Loyal Customers
14041,267,1,132,1,3,At Risk
14044,27,0.0141,539,4,2,Potential Loyalists
14045,338,0.0811,1126,1,4,Cant Lose Them
14046,285,1,44,1,3,At Risk
14047,9,0.0137,1145,5,3,Loyal Customers
14048,306,1,385,1,3,At Risk
14049,17,0.0132,4975,4,3,Potential Loyalists
14050,32,0.0263,778,4,3,Potential Loyalists
14051,1,0.0627,14076,5,4,Champions
14052,20,1,202,4,3,Potential Loyalists
14053,125,0.0556,230,2,3,Customers Needing Attention
14054,66,1,112,3,3,Potential Loyalists
14055,107,1,614,2,4,At Risk
14056,2,0.081,7463,5,4,Champions
14057,24,0.0503,5837,4,4,Loyal Customers
14059,267,1,208,1,3,At Risk
14060,5,0.0515,5658,5,4,Champions
14062,10,0.0337,10264,5,4,Champions
14064,30,0.0203,993,4,3,Potential Loyalists
14066,267,1,120,1,3,At Risk
14067,64,0.0588,288,3,3,Potential Loyalists
14068,321,1,250,1,3,At Risk
14071,4,0.0305,1012,5,3,Loyal Customers
14073,33,1,144,4,3,Potential Loyalists
14075,5,0.0116,890,5,3,Loyal Customers
14076,130,1,112,2,3,Customers Needing Attention
14077,41,0.0213,513,3,3,Potential Loyalists
14078,102,0.022,990,2,3,Customers Needing Attention
14079,125,1,324,2,3,Customers Needing Attention
14080,33,1,48,4,3,Potential Loyalists
14081,303,0.0294,687,1,3,At Risk
14082,365,1,191,1,3,At Risk
14083,5,0.0245,10883,5,4,Champions
14085,3,0.049,3853,5,4,Champions
14087,3,1,184,5,3,Loyal Customers
14088,11,0.0415,39378,5,4,Champions
14089,57,1,176,3,3,Potential Loyalists
14090,325,1,72,1,3,At Risk
14092,8,0.0398,3960,5,4,Champions
14093,13,1,375,5,3,Loyal Customers
14096,5,0.1735,40396,5,5,Champions
14098,37,1,160,3,3,Potential Loyalists
14099,17,0.0324,2674,4,4,Loyal Customers
14100,138,1,195,2,3,Customers Needing Attention
14101,74,0.0236,5291,2,4,At Risk
14102,6,0.125,1045,5,4,Champions
14104,166,1,67,2,3,Customers Needing Attention
14105,240,1,1101,1,4,Cant Lose Them
14107,52,0.0223,2582,3,4,Loyal Customers
14108,31,0.0278,477,4,3,Potential Loyalists
14109,73,1,136,2,3,Customers Needing Attention
14110,4,0.0455,5442,5,4,Champions
14111,15,0.0175,667,4,2,Potential Loyalists
14112,23,0.0276,2836,4,4,Loyal Customers
14113,4,0.0114,1678,5,3,Loyal Customers
14114,331,1,197,1,3,At Risk
14116,20,0.0485,1096,4,4,Loyal Customers
14117,144,1,72,2,3,Customers Needing Attention
14121,4,0.0702,2388,5,4,Champions
14124,85,1,120,2,3,Customers Needing Attention
14125,11,0.0435,2314,5,4,Champions
14126,8,0.75,626,5,4,Champions
14127,123,0.0159,701,2,2,Customers Needing Attention
14128,61,0.0102,530,3,2,Customers Needing Attention
14129,2,0.0192,1096,5,3,Loyal Customers
14130,320,1,452,1,4,Cant Lose Them
14132,3,0.0604,3422,5,4,Champions
14133,130,0.016,577,2,2,Customers Needing Attention
14135,2,0.0403,3921,5,4,Champions
14138,2,0.0317,978,5,4,Champions
14139,47,1,330,3,3,Potential Loyalists
14140,4,0.069,868,5,4,Champions
14141,3,0.0385,888,5,4,Champions
14142,374,1,227,1,3,At Risk
14143,134,1,72,2,3,Customers Needing Attention
14145,47,0.0233,3780,3,4,Loyal Customers
14146,9,0.0143,3729,5,3,Loyal Customers
14147,79,0.0096,156,2,1,About to Sleep
14148,234,1,30,1,3,At Risk
14149,221,1,462,1,4,Cant Lose Them
14150,36,0.0062,626,3,2,Customers Needing Attention
14152,76,0.0125,549,2,2,Customers Needing Attention
14154,240,2,666,1,4,Cant Lose Them
14155,267,1,120,1,3,At Risk
14156,10,0.1433,95748,5,5,Champions
14157,20,0.0075,354,4,2,Potential Loyalists
14158,41,1,292,3,3,Potential Loyalists
14159,20,0.032,4281,4,4,Loyal Customers
14161,216,0.0194,951,1,3,At Risk
14162,174,0.0167,241,2,2,Customers Needing Attention
14163,88,0.0261,2053,2,4,At Risk
14164,71,0.1818,1633,3,4,Loyal Customers
14165,276,1,85,1,3,At Risk
14167,40,0.0137,502,3,2,Customers Needing Attention
14171,99,1,298,2,3,Customers Needing Attention
14173,11,0.019,358,5,2,Potential Loyalists
14174,34,1,126,3,3,Potential Loyalists
14175,60,0.0111,2359,3,3,Potential Loyalists
14176,298,0.0563,509,1,3,At Risk
14177,87,0.0426,461,2,3,Customers Needing Attention
14178,9,0.04,1312,5,4,Champions
14179,41,0.1538,641,3,4,Loyal Customers
14180,11,0.0689,2086,5,4,Champions
14184,67,1,281,3,3,Potential Loyalists
14185,332,1,12,1,3,At Risk
14188,31,0.0214,1978,4,4,Loyal Customers
14189,3,0.0409,3994,5,4,Champions
14191,2,0.0591,4352,5,4,Champions
14193,68,0.0099,863,3,3,Potential Loyalists
14194,5,0.0689,10062,5,4,Champions
14195,202,0.0385,968,1,4,Cant Lose Them
14196,107,1,348,2,3,Customers Needing Attention
14198,19,0.018,560,4,3,Potential Loyalists
14199,219,1,12,1,3,At Risk
14201,61,0.0233,740,3,3,Potential Loyalists
14204,3,1,128,5,3,Loyal Customers
14205,17,0.008,472,4,2,Potential Loyalists
14206,240,1,274,1,3,At Risk
14208,95,1,108,2,3,Customers Needing Attention
14209,11,0.0186,1827,5,4,Champions
14210,106,0.0225,1654,2,3,Customers Needing Attention
14211,54,0.037,2125,3,4,Loyal Customers
14212,90,1,984,2,4,At Risk
14214,31,0.0202,895,4,3,Potential Loyalists
14215,12,0.0168,1580,5,3,Loyal Customers
14216,4,0.1143,1612,5,4,Champions
14217,2,0.0464,1566,5,4,Champions
14218,43,1,142,3,3,Potential Loyalists
14219,5,1,80,5,3,Loyal Customers
14220,248,0.0179,633,1,3,At Risk
14221,43,0.0302,2699,3,4,Loyal Customers
14222,178,1,654,2,4,At Risk
14223,93,0.0173,901,2,3,Customers Needing Attention
14224,111,0.019,807,2,3,Customers Needing Attention
14226,30,0.0166,2011,4,3,Potential Loyalists
14227,27,0.0386,3177,4,4,Loyal Customers
14229,52,0.0106,1207,3,3,Potential Loyalists
14231,184,0.0283,797,1,3,At Risk
14232,43,0.0224,1798,3,3,Potential Loyalists
14233,50,0.0149,1325,3,3,Potential Loyalists
14234,23,0.1111,623,4,4,Loyal Customers
14235,76,0.0269,2788,2,4,At Risk
14236,81,0.0068,516,2,2,Customers Needing Attention
14237,374,1,79,1,3,At Risk
14238,327,1,108,1,3,At Risk
14239,44,0.0401,2286,3,4,Loyal Customers
14240,31,0.0102,805,4,2,Potential Loyalists
14241,184,1,234,1,3,At Risk
14242,235,0.0217,235,1,2,Hibernating
14243,9,0.0279,12379,5,4,Champions
14245,220,0.0444,1597,1,4,Cant Lose Them
14246,111,0.0221,1374,2,3,Customers Needing Attention
14247,279,1,113,1,3,At Risk
14248,319,1,76,1,3,At Risk
14250,8,0.0361,1815,5,4,Champions
14251,2,0.0877,2714,5,4,Champions
14256,261,0.019,885,1,3,At Risk
14257,65,0.0196,3028,3,4,Loyal Customers
14258,10,0.0274,11212,5,4,Champions
14259,142,1,136,2,3,Customers Needing Attention
14261,51,0.069,831,3,4,Loyal Customers
14262,9,0.0343,2593,5,4,Champions
14264,155,0.0217,323,2,2,Customers Needing Attention
14265,110,0.05,321,2,3,Customers Needing Attention
14267,163,0.0303,944,2,3,Customers Needing Attention
14270,332,1,402,1,3,At Risk
14271,226,1,78,1,3,At Risk
14272,74,0.011,336,2,2,Customers Needing Attention
14273,52,0.0208,574,3,3,Potential Loyalists
14276,99,0.0156,1151,2,3,Customers Needing Attention
14277,16,0.0152,3521,4,3,Potential Loyalists
14280,197,1,115,1,3,At Risk
14282,4,0.0411,3790,5,4,Champions
14284,31,0.0351,535,4,3,Potential Loyalists
14285,22,0.0256,1488,4,3,Potential Loyalists
14286,24,0.0136,3684,4,3,Potential Loyalists
14287,9,0.0157,161,5,1,Recent Customers
14288,214,1,356,1,3,At Risk
14289,9,0.0213,844,5,3,Loyal Customers
14290,12,0.0142,2177,5,3,Loyal Customers
14291,2,0.04,3282,5,4,Champions
14292,8,0.0326,4235,5,4,Champions
14293,4,0.0109,950,5,3,Loyal Customers
14295,41,1,156,3,3,Potential Loyalists
14297,18,0.0155,1231,4,3,Potential Loyalists
14298,9,0.1246,43414,5,5,Champions
14299,9,0.0223,2473,5,4,Champions
14300,19,1,52,4,3,Potential Loyalists
14301,118,1,534,2,4,At Risk
14304,223,1,360,1,3,At Risk
14305,72,0.0462,1815,3,4,Loyal Customers
14306,52,0.0571,1634,3,4,Loyal Customers
14307,89,0.021,2810,2,4,At Risk
14309,9,0.0256,2111,5,4,Champions
14311,243,1,210,1,3,At Risk
14312,47,0.0205,1375,3,3,Potential Loyalists
14314,107,1,72,2,3,Customers Needing Attention
14315,45,0.0269,2384,3,4,Loyal Customers
14317,65,1,454,3,4,Loyal Customers
14320,207,0.0157,396,1,2,Hibernating
14321,11,0.0154,1037,5,3,Loyal Customers
14323,115,0.016,510,2,2,Customers Needing Attention
14326,243,1,162,1,3,At Risk
14327,164,1,315,2,3,Customers Needing Attention
14329,18,0.0224,4567,4,4,Loyal Customers
14331,125,0.1667,383,2,3,Customers Needing Attention
14332,23,0.0238,845,4,3,Potential Loyalists
14333,68,1,186,3,3,Potential Loyalists
14334,17,0.0233,2320,4,4,Loyal Customers
14335,17,0.0247,360,4,2,Potential Loyalists
14336,17,0.0153,1378,4,3,Potential Loyalists
14338,162,0.0556,471,2,3,Customers Needing Attention
14339,243,1,316,1,3,At Risk
14340,219,1,148,1,3,At Risk
14341,46,0.0292,2021,3,4,Loyal Customers
14342,22,0.0211,492,4,3,Potential Loyalists
14344,128,0.0331,699,2,3,Customers Needing Attention
14345,39,1,113,3,3,Potential Loyalists
14346,121,0.0112,898,2,3,Customers Needing Attention
14348,261,1,404,1,3,At Risk
14349,11,1,112,5,3,Loyal Customers
14350,275,1,274,1,3,At Risk
14351,165,1,48,2,3,Customers Needing Attention
14352,158,0.0342,908,2,4,At Risk
14353,216,1,86,1,3,At Risk
14354,6,0.0769,126,5,2,Potential Loyalists
14355,366,1,172,1,3,At Risk
14356,80,0.6667,475,2,4,At Risk
14357,44,1,229,3,3,Potential Loyalists
14359,20,0.0435,804,4,3,Potential Loyalists
14360,32,0.0625,1701,4,4,Loyal Customers
14362,23,1,143,4,3,Potential Loyalists
14364,109,0.0769,3583,2,4,At Risk
14367,9,0.0595,9049,5,4,Champions
14368,320,1,108,1,3,At Risk
14371,296,1,94,1,3,At Risk
14373,359,1,28,1,3,At Risk
14375,186,1,237,1,3,At Risk
14377,192,0.0278,338,1,2,Hibernating
14379,45,0.0079,261,3,2,Customers Needing Attention
14381,53,1,198,3,3,Potential Loyalists
14382,27,1,453,4,4,Loyal Customers
14383,39,0.0238,1069,3,3,Potential Loyalists
14385,10,0.2,215,5,3,Loyal Customers
14386,297,1,128,1,3,At Risk
14387,33,0.0385,1576,4,4,Loyal Customers
14388,11,0.022,3020,5,4,Champions
14389,66,0.0159,1118,3,3,Potential Loyalists
14390,11,0.0248,4543,5,4,Champions
14393,219,1,68,1,3,At Risk
14395,3,0.0243,3192,5,4,Champions
14396,66,0.0065,476,3,2,Customers Needing Attention
14397,3,0.0896,2484,5,4,Champions
14400,150,1,498,2,4,At Risk
14401,5,0.0365,2998,5,4,Champions
14403,142,0.028,1091,2,3,Customers Needing Attention
14404,34,0.0178,1419,3,3,Potential Loyalists
14406,120,1,144,2,3,Customers Needing Attention
14407,108,0.0294,1595,2,3,Customers Needing Attention
14408,11,0.0275,2509,5,4,Champions
14409,72,0.0201,1880,3,4,Loyal Customers
14410,93,0.0421,1014,2,4,At Risk
14411,311,1,816,1,4,Cant Lose Them
14412,43,0.0645,660,3,3,Potential Loyalists
14413,363,1,120,1,3,At Risk
14414,92,0.0261,1010,2,3,Customers Needing Attention
14415,2,0.0361,5628,5,4,Champions
14416,23,0.0952,524,4,3,Potential Loyalists
14418,4,0.0283,1673,5,3,Loyal Customers
14419,11,0.0169,1059,5,3,Loyal Customers
14420,100,1,378,2,3,Customers Needing Attention
14421,58,0.0129,699,3,2,Customers Needing Attention
14422,1,0.0224,3778,5,4,Champions
14423,219,1,312,1,3,At Risk
14424,18,1,336,4,3,Potential Loyalists
14426,24,0.031,3989,4,4,Loyal Customers
14427,51,0.1429,356,3,3,Potential Loyalists
14428,8,0.0157,930,5,3,Loyal Customers
14431,303,1,354,1,3,At Risk
14432,10,0.0741,1934,5,4,Champions
14434,22,0.1154,1280,4,4,Loyal Customers
14436,99,1,72,2,3,Customers Needing Attention
14437,366,1,60,1,3,At Risk
14438,307,1,138,1,3,At Risk
14439,320,1,1888,1,5,Cant Lose Them
14440,9,0.014,1948,5,3,Loyal Customers
14441,1,0.0156,1455,5,3,Loyal Customers
14442,205,0.0177,845,1,3,At Risk
14443,54,0.0127,1298,3,3,Potential Loyalists
14446,1,0.0162,908,5,3,Loyal Customers
14447,19,0.019,1167,4,3,Potential Loyalists
14448,10,0.0056,369,5,2,Potential Loyalists
14449,19,0.0113,809,4,2,Potential Loyalists
14450,181,0.0213,453,1,3,At Risk
14451,61,0.0148,651,3,2,Customers Needing Attention
14452,11,0.0238,233,5,2,Potential Loyalists
14453,191,1,110,1,3,At Risk
14456,6,0.0652,2529,5,4,Champions
14457,311,1,92,1,3,At Risk
14459,156,1,1598,2,4,At Risk
14460,111,0.0149,180,2,1,About to Sleep
14461,149,0.0263,1731,2,3,Customers Needing Attention
14462,67,0.0401,1722,3,4,Loyal Customers
14463,99,0.0278,336,2,2,Customers Needing Attention
14465,247,0.0526,970,1,4,Cant Lose Them
14466,30,0.0203,1721,4,3,Potential Loyalists
14467,18,0.0135,557,4,2,Potential Loyalists
14470,12,0.0072,380,5,2,Potential Loyalists
14472,104,0.0316,1614,2,4,At Risk
14473,75,1,144,2,3,Customers Needing Attention
14474,47,1,384,3,3,Potential Loyalists
14475,72,0.0128,750,3,2,Customers Needing Attention
14476,258,1,202,1,3,At Risk
14477,20,0.0143,1440,4,3,Potential Loyalists
14479,254,0.0177,324,1,2,Hibernating
14480,12,1,267,5,3,Loyal Customers
14481,165,0.0161,714,2,2,Customers Needing Attention
14482,19,0.027,2003,4,4,Loyal Customers
14483,282,1,120,1,3,At Risk
14484,51,1,302,3,3,Potential Loyalists
14485,39,1,147,3,3,Potential Loyalists
14487,27,0.0175,948,4,3,Potential Loyalists
14488,68,1,914,3,4,Loyal Customers
14489,208,1,494,1,4,Cant Lose Them
14491,176,0.0101,278,2,2,Customers Needing Attention
14493,8,0.0336,2272,5,4,Champions
14494,26,1,128,4,3,Potential Loyalists
14495,51,0.0278,124,3,2,Customers Needing Attention
14496,312,0.0317,426,1,3,At Risk
14497,310,1,389,1,3,At Risk
14498,43,0.0156,1677,3,3,Potential Loyalists
14499,27,0.0119,841,4,3,Potential Loyalists
14500,89,0.0196,266,2,2,Customers Needing Attention
14501,184,0.0146,232,1,2,Hibernating
14502,20,0.0305,1878,4,4,Loyal Customers
14503,4,0.0341,3081,5,4,Champions
14504,48,0.0172,494,3,2,Customers Needing Attention
14505,18,0.0231,5489,4,4,Loyal Customers
14506,18,0.0142,1896,4,3,Potential Loyalists
14507,24,0.0236,1194,4,3,Potential Loyalists
14508,23,0.0294,216,4,2,Potential Loyalists
14511,12,0.0407,1338,5,4,Champions
14512,188,0.0435,181,1,2,Hibernating
14513,101,0.0159,563,2,2,Customers Needing Attention
14514,62,0.0111,947,3,3,Potential Loyalists
14515,18,0.0297,2030,4,4,Loyal Customers
14517,34,0.0183,291,3,2,Customers Needing Attention
14518,65,1,110,3,3,Potential Loyalists
14520,2,0.0069,304,5,2,Potential Loyalists
14522,25,0.0229,1000,4,3,Potential Loyalists
14523,109,1,234,2,3,Customers Needing Attention
14524,32,0.0273,1501,4,3,Potential Loyalists
14525,20,0.0262,3824,4,4,Loyal Customers
14527,3,0.1467,5562,5,5,Champions
14528,38,1,332,3,3,Potential Loyalists
14529,61,0.0588,607,3,3,Potential Loyalists
14530,26,0.0221,2343,4,4,Loyal Customers
14532,237,0.0342,891,1,4,Cant Lose Them
14533,25,0.0213,1768,4,3,Potential Loyalists
14534,3,0.0568,3512,5,4,Champions
14535,61,0.0159,2627,3,3,Potential Loyalists
14536,260,1,76,1,3,At Risk
14537,58,1,348,3,3,Potential Loyalists
14538,65,0.0104,347,3,2,Customers Needing Attention
14539,16,0.0667,464,4,3,Potential Loyalists
14540,10,0.01,936,5,3,Loyal Customers
14541,59,0.0305,1380,3,3,Potential Loyalists
14542,186,1,103,1,3,At Risk
14543,29,0.0475,2254,4,4,Loyal Customers
14544,25,0.0059,1863,4,3,Potential Loyalists
14546,6,0.0205,2445,5,4,Champions
14547,4,0.1538,3272,5,5,Champions
14548,151,0.0119,768,2,2,Customers Needing Attention
14549,312,1,235,1,3,At Risk
14550,11,0.0571,765,5,3,Loyal Customers
14551,19,0.0107,141,4,1,Promising
14552,152,1,172,2,3,Customers Needing Attention
14553,20,0.0156,483,4,2,Potential Loyalists
14554,11,0.093,2192,5,4,Champions
14555,58,0.0081,324,3,2,Customers Needing Attention
14557,86,1,776,2,4,At Risk
14560,8,0.0484,999,5,4,Champions
14561,76,0.0273,935,2,3,Customers Needing Attention
14562,4,0.0596,4274,5,4,Champions
14565,96,0.015,2674,2,3,Customers Needing Attention
14566,111,1,1600,2,4,At Risk
14567,57,0.0267,1188,3,3,Potential Loyalists
14569,2,1,217,5,3,Loyal Customers
14570,281,2,181,1,3,At Risk
14572,4,0.0217,2250,5,4,Champions
14573,180,0.0464,925,1,4,Cant Lose Them
14577,13,0.0114,857,5,3,Loyal Customers
14578,4,1,98,5,3,Loyal Customers
14581,17,1,104,4,3,Potential Loyalists
14582,41,1,116,3,3,Potential Loyalists
14583,6,0.0249,954,5,3,Loyal Customers
14584,170,0.1333,874,2,4,At Risk
14585,51,1,144,3,3,Potential Loyalists
14586,277,1,228,1,3,At Risk
14587,19,0.0287,1447,4,3,Potential Loyalists
14589,372,1,40,1,3,At Risk
14591,16,0.0201,1199,4,3,Potential Loyalists
14592,36,0.1,491,3,4,Loyal Customers
14593,22,0.0169,438,4,2,Potential Loyalists
14594,8,0.0054,380,5,2,Potential Loyalists
14595,20,0.0203,1642,4,3,Potential Loyalists
14597,12,0.011,852,5,3,Loyal Customers
14598,45,1,215,3,3,Potential Loyalists
14600,306,1,335,1,3,At Risk
14601,11,1,180,5,3,Loyal Customers
14603,275,1,800,1,4,Cant Lose Them
14606,2,0.2413,9421,5,5,Champions
14607,16,0.0526,15710,4,4,Loyal Customers
14608,5,0.0111,1776,5,3,Loyal Customers
14609,73,0.0178,0,2,2,Customers Needing Attention
14616,243,0.0395,400,1,3,At Risk
14618,10,0.0091,496,5,2,Potential Loyalists
14619,246,1,338,1,3,At Risk
14620,206,0.0253,361,1,2,Hibernating
14621,2,0.014,1580,5,3,Loyal Customers
14622,185,1,313,1,3,At Risk
14623,33,0.0245,723,4,3,Potential Loyalists
14624,58,0.6667,231,3,3,Potential Loyalists
14625,197,0.012,797,1,2,Hibernating
14626,24,0.019,2286,4,4,Loyal Customers
14628,92,0.0132,605,2,2,Customers Needing Attention
14629,5,0.0455,678,5,3,Loyal Customers
14631,51,0.012,968,3,3,Potential Loyalists
14632,263,1,104,1,3,At Risk
14633,267,1,251,1,3,At Risk
14636,37,0.0086,631,3,2,Customers Needing Attention
14638,51,1,342,3,3,Potential Loyalists
14639,53,0.0194,2434,3,4,Loyal Customers
14640,25,0.0294,1782,4,3,Potential Loyalists
14641,22,1,126,4,3,Potential Loyalists
14642,59,1,92,3,3,Potential Loyalists
14643,171,0.0106,505,2,2,Customers Needing Attention
14644,68,0.0086,474,3,2,Customers Needing Attention
14645,157,0.0167,446,2,2,Customers Needing Attention
14646,2,0.2034,259793,5,5,Champions
14647,202,1,245,1,3,At Risk
14649,5,0.0191,1165,5,3,Loyal Customers
14651,68,0.0138,579,3,2,Customers Needing Attention
14652,78,1,89,2,3,Customers Needing Attention
14653,2,0.0207,1551,5,3,Loyal Customers
14655,9,0.0186,1930,5,4,Champions
14656,170,0.0174,242,2,2,Customers Needing Attention
14657,18,0.0129,708,4,2,Potential Loyalists
14658,6,0.0177,135,5,2,Potential Loyalists
14659,9,0.0292,2506,5,4,Champions
14660,87,0.1333,224,2,3,Customers Needing Attention
14661,27,1,37,4,3,Potential Loyalists
14662,29,0.0138,605,4,2,Potential Loyalists
14664,20,0.1333,480,4,4,Loyal Customers
14665,61,0.0199,1595,3,3,Potential Loyalists
14666,25,1,183,4,3,Potential Loyalists
14667,11,0.0696,8197,5,4,Champions
14669,242,0.0326,1142,1,4,Cant Lose Them
14670,281,2,392,1,4,Cant Lose Them
14672,235,0.0194,686,1,3,At Risk
14673,4,0.0137,1762,5,3,Loyal Customers
14675,17,1,569,4,4,Loyal Customers
14676,32,0.0237,1980,4,4,Loyal Customers
14680,26,0.0461,29713,4,4,Loyal Customers
14681,72,0.0213,144,3,2,Customers Needing Attention
14682,188,0.1333,80,1,3,At Risk
14684,26,0.0148,1228,4,3,Potential Loyalists
14687,107,1,690,2,4,At Risk
14688,8,0.0572,5369,5,4,Champions
14689,209,1,117,1,3,At Risk
14690,45,0.0185,372,3,2,Customers Needing Attention
14691,31,0.0273,2071,4,4,Loyal Customers
14692,138,0.0215,612,2,3,Customers Needing Attention
14693,265,1,45,1,3,At Risk
14696,5,0.0189,1783,5,3,Loyal Customers
14697,219,2,153,1,3,At Risk
14698,2,0.098,1101,5,4,Champions
14699,215,1,126,1,3,At Risk
14700,33,0.0145,1933,4,3,Potential Loyalists
14701,11,0.0293,1879,5,4,Champions
14702,2,0.0466,2656,5,4,Champions
14703,15,1,330,4,3,Potential Loyalists
14704,20,0.0432,1261,4,4,Loyal Customers
14705,199,1,200,1,3,At Risk
14708,3,0.0082,869,5,3,Loyal Customers
14709,16,0.0378,4922,4,4,Loyal Customers
14710,15,0.087,573,4,3,Potential Loyalists
14711,11,0.0435,2044,5,4,Champions
14712,30,0.0357,865,4,4,Loyal Customers
14713,10,0.0308,2427,5,4,Champions
14714,25,1,43,4,3,Potential Loyalists
14715,25,0.013,744,4,2,Potential Loyalists
14716,44,0.0189,210,3,2,Customers Needing Attention
14719,2,0.0201,1463,5,3,Loyal Customers
14720,6,0.0246,509,5,3,Loyal Customers
14722,148,1,171,2,3,Customers Needing Attention
14723,11,0.0166,1027,5,3,Loyal Customers
14725,25,1,624,4,4,Loyal Customers
14727,275,1,113,1,3,At Risk
14729,374,1,291,1,3,At Risk
14730,2,0.029,1596,5,3,Loyal Customers
14731,48,0.0181,353,3,2,Customers Needing Attention
14732,9,0.0241,2407,5,4,Champions
14733,17,0.0341,8661,4,4,Loyal Customers
14735,4,0.0871,5720,5,4,Champions
14737,4,0.0085,940,5,3,Loyal Customers
14738,43,0.0255,1252,3,3,Potential Loyalists
14739,5,0.0192,3594,5,4,Champions
14740,198,0.0345,1354,1,4,Cant Lose Them
14741,12,0.0166,1415,5,3,Loyal Customers
14744,17,0.0199,973,4,3,Potential Loyalists
14745,113,0.0287,1270,2,3,Customers Needing Attention
14747,250,1,223,1,3,At Risk
14748,30,0.0147,1480,4,3,Potential Loyalists
14752,44,1,356,3,3,Potential Loyalists
14753,88,1,545,2,4,At Risk
14754,45,0.0079,546,3,2,Customers Needing Attention
14755,10,0.0337,4416,5,4,Champions
14756,16,1,567,4,4,Loyal Customers
14757,76,1,416,2,4,At Risk
14758,145,0.0345,794,2,3,Customers Needing Attention
14759,5,0.0131,1226,5,3,Loyal Customers
14760,298,1,96,1,3,At Risk
14761,59,0.0072,262,3,2,Customers Needing Attention
14762,264,1,244,1,3,At Risk
14764,47,1,282,3,3,Potential Loyalists
14765,30,0.0203,209,4,2,Potential Loyalists
14766,9,0.0167,2392,5,3,Loyal Customers
14768,18,0.018,196,4,2,Potential Loyalists
14769,3,0.0225,8706,5,4,Champions
14770,233,0.0217,746,1,3,At Risk
14772,113,1,115,2,3,Customers Needing Attention
14775,59,0.0095,932,3,3,Potential Loyalists
14776,52,0.042,2440,3,4,Loyal Customers
14778,128,0.011,680,2,2,Customers Needing Attention
14779,281,0.0682,198,1,2,Hibernating
14780,55,0.0769,444,3,3,Potential Loyalists
14782,320,1,182,1,3,At Risk
14784,27,0.0067,220,4,2,Potential Loyalists
14785,11,0.3333,84,5,3,Loyal Customers
14788,8,0.1,550,5,4,Champions
14789,29,1,196,4,3,Potential Loyalists
14790,17,0.0168,614,4,2,Potential Loyalists
14792,64,1,6,3,3,Potential Loyalists
14793,22,1,227,4,3,Potential Loyalists
14794,3,0.018,1112,5,3,Loyal Customers
14795,167,1,132,2,3,Customers Needing Attention
14796,2,0.0464,6988,5,4,Champions
14798,53,0.0116,146,3,1,Promising
14799,52,1,101,3,3,Potential Loyalists
14800,48,0.0372,3502,3,4,Loyal Customers
14801,62,1,144,3,3,Potential Loyalists
14803,163,0.0229,663,2,3,Customers Needing Attention
14804,9,1,274,5,3,Loyal Customers
14805,16,0.0134,463,4,2,Potential Loyalists
14806,76,1,58,2,3,Customers Needing Attention
14808,40,0.0522,1803,3,4,Loyal Customers
14810,41,0.0333,2140,3,4,Loyal Customers
14813,370,2,117,1,3,At Risk
14815,37,0.0625,688,3,3,Potential Loyalists
14816,198,1,12,1,3,At Risk
14817,201,0.0256,1010,1,3,At Risk
14818,74,0.0166,465,2,2,Customers Needing Attention
14819,65,0.0155,210,3,2,Customers Needing Attention
14820,22,0.0261,458,4,3,Potential Loyalists
14821,367,1,48,1,3,At Risk
14823,181,0.2,247,1,3,At Risk
14824,11,0.0488,1068,5,4,Champions
14825,4,0.0328,2029,5,4,Champions
14828,197,0.0213,2040,1,4,Cant Lose Them
14829,30,0.0116,636,4,2,Potential Loyalists
14830,54,1,191,3,3,Potential Loyalists
14834,18,0.0268,1660,4,3,Potential Loyalists
14836,11,0.1429,110,5,3,Loyal Customers
14837,90,0.0354,1579,2,4,At Risk
14840,268,1,58,1,3,At Risk
14841,54,0.0196,3032,3,4,Loyal Customers
14842,44,0.015,2476,3,3,Potential Loyalists
14844,64,0.0223,2978,3,4,Loyal Customers
14847,149,1,284,2,3,Customers Needing Attention
14849,22,0.0708,7909,4,4,Loyal Customers
14850,312,1,321,1,3,At Risk
14851,24,0.0085,510,4,2,Potential Loyalists
14852,59,0.0308,2793,3,4,Loyal Customers
14853,25,0.0106,92,4,1,Promising
14854,79,0.0355,2421,2,4,At Risk
14855,120,0.125,679,2,4,At Risk
14856,37,0.1429,996,3,4,Loyal Customers
14857,60,0.0222,1105,3,3,Potential Loyalists
14859,13,0.0207,1196,5,3,Loyal Customers
14860,20,1,160,4,3,Potential Loyalists
14861,53,1,105,3,3,Potential Loyalists
14862,26,0.0161,818,4,2,Potential Loyalists
